ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
PM,MANH,brake activation,train,11/19/19,"There are delays and multiple impacts in 4 and 5 train service while we investigate why a train's brakes were activated at Wall St.

Northbound 4 trains are ending at Atlantic Av-Barclays Ctr. 

Northbound 5 trains are stopping along the 2 line from Nevins St to 149 St-Grand Concourse.",manh 4 and 5 trains brake activation,4:06:29,4,6,4,,,
AM,MANH,medical problems,person,11/19/19,"Southbound 4 and 5 trains are running on the local track from Grand Central-42 St to 14 St-Union Sq while we get medical help for someone at Grand Central-42 St.

Expect delays in southbound service.",manh 4 and 5 trains medical help,9:12:59,9,12,4,,,
PM,BX,disruptive passenger,person,11/19/19,Southbound 6 trains are running with delays while we request police assistance for disruptive passengers at Elder Av.,bx 6 train disruptive passengers,5:51:21,5,51,6,,,
PM,MANH,brake activation,train,11/19/19,7 trains are delayed in both directions while we investigate why a train's brakes were activated at 34 St-Hudson Yards.,manh 7 trains brake activation,2:55:38,2,55,7,,,
PM,QNS,mechanical problems,train,11/19/19,34 St-Hudson Yards-bound 7 trains are delayed while we work to correct a mechanical problem on a train at Queensboro Plaza.,qns 7 trains mechanical problem,9:01:44,9,1,7,,,
AM,QNS,nypd activity,person,11/19/19,"34 St-bound 7 trains are running express from 74 St-Broadway to Queensboro Plaza while we request NYPD assistance at 46 St-Bliss St.

For service to/from bypassed stations, take a Main St-bound train.",qns 7 train nypd assistance,11:34:37,11,34,7,,,
PM,BKLYN,medical problems,person,11/19/19,Expect delays in southbound A train service as they share the track with C trains while we request medical assistance for someone at Lafayette Av.,bklyn a trains medical assistance,3:33:31,3,33,A,,,
PM,MANH,track maintenance,train,11/19/19,"59 St-bound A, D and Queens-bound E trains are delayed because of congestion caused by FASTRACK maintenance in Manhattan.",manh a d e trains fastrack maintenance,10:04:02,10,4,A,,,
PM,MANH,disruptive passenger,person,11/19/19,Northbound B and C trains are delayed while we request NYPD assistance for a disruptive passenger at 103 St.,manh b and c trains disruptive passenger,3:48:34,3,48,B,,,
PM,MANH,mechanical problems,train,11/19/19,Southbound B and D trains are running with delays while we investigate a train with mechanical problems at 155 St.,manh b and d trains mechanical problems,5:40:30,5,40,B,,,
PM,MANH,medical problems,person,11/19/19,Southbound C trains are delayed while we request medical assistance for someone at 168 St.,manh c trains medical assistance,3:10:30,3,10,C,,,
PM,BKLYN,medical problems,person,11/19/19,"Southbound C trains are running express from Hoyt-Schermerhorn to Broadway Junction while we request medical assistance for someone at Lafayette Av.

For service to/from bypassed stations, use northbound C train service.",bklyn c trains medical assistance,3:32:41,3,32,C,,,
AM,QNS,brake activation,train,11/19/19,Southbound E and F trains are delayed while M and R trains share the express track as we investigate why a train's brakes were activated near Steinway St.,qns e and f trains train with brake activation,8:50:16,8,50,E,,,
PM,BKLYN,brake activation,train,11/19/19,F trains are running with delays in both directions while we investigate why a train's brakes were activated at W 8 St-NY Aquarium.,bklyn f trains brake activation,2:27:22,2,27,F,,,
AM,,mechanical problems,train,11/19/19,Expect longer waits for G trains in both directions after we removed a train with a mechanical problem from service.,bklyn/qns g train mechanical problem,8:53:11,8,53,G,,,
AM,"BKLYN, QNS",mechanical problems,train,11/19/19,Expect longer waits for G trains in both directions after we removed a train with a mechanical problem from service.,bklyn and qns g trains train with mechanical problems,8:53:12,8,53,G,,,
AM,BKLYN,investigation,person,11/19/19,"Broad St-bound J trains are running on the express track from Broadway Junction to Myrtle Av while NYPD conducts an investigation on a train at Halsey St.

For service to/from bypassed stations, use Jamaica Center-bound J service.",bklyn j trains nypd investigation,11:40:48,11,40,J,,,
PM,BKLYN,signal malfunction,train,11/19/19,"There is no L train service between E 105 St and Canarsie-Rockaway Pkwy in either direction because of a signal malfunction at Canarsie-Rockaway Pkwy.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.",bklyn l trains signal malfunction,9:49:25,9,49,L,,,
PM,"MANH, BKLYN",switch problems,train,11/19/19,L trains are delayed in both directions while we work to address a switch problem at Rockaway Parkway.,manh and bklyn l trains switch problem,12:55:41,12,55,L,,,
AM,QNS,brake activation,train,11/19/19,Metropolitan Av-bound M trains and 95 St-bound R trains are delayed while we investigate why a train's brakes were activated near Steinway St.,qns m and r trains train with brake activation,8:43:24,8,43,M,,,
AM,QNS,brake activation,train,11/19/19,"Northbound N, R and W trains are delayed because a train's brakes were activated near Queensboro Plaza.",qns n r and w trains brake activation,7:24:31,7,24,N,,,
PM,BKLYN,brake activation,train,11/19/19,"There is no N train service between Kings Highway and 86 St (BKLYN) while we investigate why a train's brakes were activated at 86 St. 

N trains are running between Astoria-Ditmars Blvd and Kings Highway. 

For service to/from Avenue U and 86 St, see a station agent to request a free courtesy pass for nearby B4 bus service.

Expect delays in N service in both directions.",bklyn n trains train with brake activation,12:22:03,12,22,N,,,
AM,BKLYN,rail replacement,train,11/19/19,Southbound N trains are holding in stations while crews replace rails at 59 St (BKLYN).,bklyn n trains rail replacement,2:52:06,2,52,N,,,
AM,QNS,signal problems,train,11/19/19,"Queens-bound N, R and W trains are delayed while we work to address a signal problem at Queensboro Plaza.",qns n r and w trains signal problem,9:10:09,9,10,N,,,
PM,MANH,struck by train,person,11/19/19,Northbound N and Q trains are running with delays while we request police and EMS assistance for a person struck by a train at 14 St-Union Sq.,manh n and q trains person struck by a train,3:39:38,3,39,N,,,
PM,BKLYN,medical problems,person,11/19/19,"Southbound Q trains are running on the express track from Prospect Park to Kings Hwy while we provide medical help to someone at Cortelyou Rd.

For service to/from bypassed stations, take a northbound Q train.",bklyn q trains medical assistance,9:00:37,9,0,Q,,,
PM,MANH,door problems,train,11/19/19,Northbound R and W trains are delayed while our crews work to move a train with a door malfunction at 34 St-Herald Sq.,manh r and w trains door malfunction,2:12:13,2,12,R,,,
PM,MANH,person stuck by a train,person,11/19/19,Expect longer wait times for northbound R and W train service while police and EMS assist a person that was struck by a train at 14 St-Union Sq.,manh r and w trains person stuck by a train,3:50:58,3,50,R,,,
AM,MANH,brake activation,train,11/20/19,Southbound 1 and 2 trains are proceeding with delays after we moved a train that had its brake activation at Chambers St.,manh 1 and 2 trains brake activation,2:35:00,2,35,1,,,
PM,MANH,switch problems,train,11/20/19,Northbound 1 trains are delayed because of a switch problem near 137 St-City College.,manh 1 train switch problem,11:55:59,11,55,1,,,
AM,,brake activation,train,11/20/19,"Southbound 2, 3, 4 and 5 trains are delayed while our crews investigate a train that had its brake activation at Franklin Av.",manh/bklyn 2 3 4 and 5 trains brake activation,9:08:17,9,8,2,,, 5
PM,MANH,disruptive passenger,person,11/20/19,Southbound 2 and 3 trains are running on the local track from 96 St to 72 St while NYPD responds to a disruptive passenger at 96 St,manh 2 and 3 trains disruptive passenger,8:16:35,8,16,2,,,
AM,MANH,door problems,train,11/20/19,Southbound 2 and 3 trains are delayed because of a train with door problems at Park Place.,manh 2 and 3 trains door problems,8:06:35,8,6,2,,,
AM,BX,removed a train from service,train,11/20/19,Expect longer wait times in Wakefield-bound 2 and Dyre Av-bound 5 train service after we removed a train from service at Morris Park.,bx 2 and 5 trains remove from service,4:46:07,4,46,2,,,
PM,MANH,disruptive passenger,person,11/20/19,Expect delays in 4 and 5 train service in both directions after we request NYPD assistance for a disruptive passenger at 59 St.,manh 4 and 5 trains disruptive passenger,6:37:01,6,37,4,,,
AM,BX,door problems,train,11/20/19,Southbound 4 trains are delayed while we remove a train with door problems from service at 149 St-Grand Concourse.,bx 4 trains door problems,6:56:59,6,56,4,,,
AM,MANH,medical problems,person,11/20/19,Expect longer wait times for northbound 4 and 5 service after we responded to a report of a customer in need of medical attention at Brooklyn Bridge-City Hall.,manh 4 and 5 trains longer wait times,8:41:39,8,41,4,,,
AM,BX,medical problems,person,11/20/19,Southbound 4 and 5 trains are proceeding with delays after we got medical help for a customer at 138 St-Grand Concourse.,bx 4 and 5 trains,9:49:46,9,49,4,,,
PM,BX,removed a train from service,train,11/20/19,Expect longer wait times for northbound 4 train service after we removed a train with mechanical problems from service at 176 St.,bx 4 trains train removed from service,10:13:21,10,13,4,,,
PM,BX,fdny,other,11/20/19,Southbound 6 trains are delayed while FDNY investigates reports of smoke at 3 Av-138 St.,bx 6 trains fdny investigation,8:27:04,8,27,6,,,
PM,MANH,medical problems,person,11/20/19,"Northbound 6 trains are running express from 14 St-Union Sq to Grand Central-42 St while we request EMS assistance for someone at 28 St. 

For service to/from bypassed stations, take a southbound 6 train.",manh 6 trains medical assistance,1:57:55,1,57,6,,,
AM,BX,sick passenger,person,11/20/19,Northbound 6 trains are delayed while we get EMS assistance for a customer at Whitlock Av.,bx 6 trains sick customer,12:53:00,12,53,6,,,
AM,QNS,vandalized trains,person,11/20/19,Main St-bound 7 trains are proceeding with delays after we removed a vandalized train from service at 52 St.,qns 7 trains vandalized train,11:50:12,11,50,7,,,
PM,BKLYN,disruptive passenger,person,11/20/19,Expect delays in northbound A and C train service after NYPD removed a disruptive passenger from a train at High St.,bklyn a and c trains disruptive passenger,6:38:56,6,38,A,,,
AM,BKLYN,door problems,train,11/20/19,Southbound A and C trains are proceeding with delays after we corrected a train with door problems at High St.,bklyn a and c trains door problems,8:34:13,8,34,A,,,
PM,BKLYN,brake activation,train,11/20/19,Southbound B and D trains are delayed while we investigate why a train's brakes were activated near DeKalb Av.,bklyn b and d trains brake activation,8:40:06,8,40,B,,,
AM,MANH,sick passenger,person,11/20/19,"There are delays and major impacts on the B and D while we get medical help for someone at 47-50 Sts-Rockefeller Center. 

Southbound B trains are running on the C  line from 59 St-Columbus Circle to W 4 St-Washington Sq, then via the F  line to Coney Island-Stillwell Av. 

Southbound D trains will run via the A line from 59 St-Columbus Circle to Jay St-MetroTech, then via the F line to Coney Island-Stillwell Av.",manh b and d trains sick passenger,9:03:02,9,3,B,,,
PM,MANH,signal malfunction,train,11/20/19,"Expect longer wait times in southbound B, C and D train service after we corrected a signal malfunction at 145 St.",manh b c and d trains signal malfunction,5:19:51,5,19,B,,,
AM,MANH,door problems,train,11/20/19,Expect a longer wait for 168 St-bound C and Jamaica-bound E trains while we remove a train with door problems from service at Port Authority-42 St.,manh c and e trains door problems,9:58:53,9,58,C,,,
AM,BKLYN,brake activation,train,11/20/19,There's no D trains between Bay Pkwy and Coney Island-Stillwell Av while we investigate the cause of a train's brakes activating at Coney Island-Stillwell Av.,bklyn d trains brake activation,10:31:50,10,31,D,,,
AM,,customer altercation,person,11/20/19,Expect a longer wait for southbound D trains after NYPD responded to a customer altercation at 155 St.,manh. d trains customer altercation,9:45:09,9,45,D,,,
