no,which,ampm,borough,cause,date,fulldate,message,subject,time,train,,
36,NYC,AM,BKLYN,unauthorized person,2/22/2019,2/22/2019 6:55:07 AM,Church Av-bound G trains are delayed while we investigate a report of an unauthorized person on the tracks at Fulton St.,bklyn g train unauthorized person on the tracks,6:55:07,G,person,
46,NYC,PM,BKLYN,unauthorized person,2/13/2019,2/13/2019 9:01:56 PM,Southbound B and Q trains are running with delays because of an unauthorized person on the tracks on Cortelyou Rd.,bklyn b and q trains unauthorized person on tracks,9:01:56,"B, Q",person,
32,NYC,PM,BKLYN,unauthorized person,2/5/2019,2/5/2019 2:23:01 PM,"Northbound A and C trains are stopping along the F line from Jay St-MetroTech to W 4 St-Washington Sq because of an unauthorized person on the tracks at High St.

Expect delays in A, C and F train service. 

For service to bypassed stations, consider using southbound C train service at W 4 St-Washington Sq.",bklyn a and c trains unauthorized person on tracks,2:23:01,"A, C",person,
35,NYC,AM,BKLYN,unauthorized person,2/20/2019,2/20/2019 11:58:08 AM,Northbound 3 trains are delayed in Brooklyn while NYPD responds to reports of an unauthorized person on the tracks near Nostrand Av.,bklyn 3 trains unauthorized person on the roadbed,11:58:08,3,person,
42,NYC,PM,BKLYN,unauthorized person,2/16/2019,2/16/2019 4:34:45 PM,Southbound A trains are delayed while NYPD responds to an unauthorized person on the tracks at Rockaway Blvd.,bklyn a train unathorized person on tracks,4:34:45,A,,
30,NYC,AM,MANH,unsanitary train,2/9/2019,2/9/2019 4:55:32 AM,Far Rockaway-bound A trains are delayed while crews remove a car with a soiled interior from service at 110 St-Cathedral Parkway.,manh a trains soiled interior,4:55:32,A,train,
49,NYC,PM,MANH,unsanitary train,2/27/2019,2/27/2019 3:26:53 PM,"Southbound A trains are running local from 59 St-Columbus Circle to Canal St while our crews remove a dirty car from service at 42 St-Port Authority Bus Terminal. 

Expect delays in A, C and E train service.",manh a trains dirty car,3:26:53,A,train,
6,NYC,AM,MANH,unsanitary train,2/8/2019,2/8/2019 5:55:23 AM,Southbound A trains are delayed while we isolate a dirty car at 181 St.,manh a trains dirty car,5:55:23,A,train,
38,NYC,PM,MANH,unsanitary train,2/1/2019,2/1/2019 4:23:21 PM,"Northbound 2 and 3 trains are holding in stations while we isolate a dirty train car for cleaning at Times Sq-42 St.

Expect delays in northbound service.",manh 2 and 3 trains dirty train car,4:23:21,"2, 3",train,
19,NYC,PM,MANH,unsanitary train,2/7/2019,2/7/2019 10:52:42 PM,Southbound 1 trains are delayed while we isolate a dirty car at 181 St.,manh 1 trains dirty car,10:52:42,1,train,
49,NYC,PM,MANH,unsanitary train,2/17/2019,2/17/2019 5:00:31 PM,Southbound 1 trains are delayed while crews remove a train with a dirty car from service at 72 St.,manh 1 train dirty train car,5:00:31,1,train,
44,NYC,PM,MANH,unsanitary train,2/14/2019,2/14/2019 3:17:07 PM,Southbound 1 trains are delayed while crews clean a dirty train car at 86 St.,manh 1 train dirty train car,3:17:07,1,train,
4,NYC,AM,BX,unsanitary train,2/6/2019,2/6/2019 4:27:08 AM,Southbound 2 trains are running with delays while we remove a train with unsanitary conditions from service at Allerton Av.,bx 2 trains dirty car,4:27:08,2,train,
23,NYC,PM,BKLYN,unsanitary train,2/15/2019,2/15/2019 9:53:32 PM,"Northbound 2 trains are holding in stations while crews remove a train with a dirty car from service at Clark St.

Expect delays in 2 and 3 train service.",bklyn 2 trains dirty train car,9:53:32,2,train,
29,NYC,AM,BKLYN,unsanitary train,2/15/2019,2/15/2019 12:13:36 AM,Bronx-bound 2 trains are proceeding with delays after we removed a train from service with multiple dirty cars at Nevins St.,bklyn 2 trains dirty cars,12:13:36,2,train,
16,NYC,AM,QNS,unsanitary train,2/1/2019,2/1/2019 7:20:21 AM,"Southbound N, R and W trains are delayed while we remove an unsanitary car from service at Lexington Av-59 St.",qns n r and w trains unsanitary car,7:20:21,"N, R, W",,
28,NYC,AM,QNS,unsanitary train,2/1/2019,2/1/2019 7:01:25 AM,"Southbound E, F, M and R trains are delayed after we removed a train with a soiled car from service at Jackson Hts-Roosevelt Av.",qns e f m and r trains soiled train,7:01:25,"E, F, M, R",,
13,NYC,AM,MANH,unsanitary train,2/23/2019,2/23/2019 9:25:01 AM,207 St-bound A and 168 St-bound C trains are delayed while we isolate a train car with a soiled interior at Chambers St.,manh a and c train isolate train car,9:25:01,"A, C",,
30,NYC,AM,MANH,unsanitary train,2/2/2019,2/2/2019 2:45:32 AM,Northbound 2 and 4 trains are delayed while we isolate a dirty car for cleaning from service at Franklin Av.,manh 4 trains isolate car,2:45:32,4,,
14,NYC,AM,MANH,unsanitary train,2/19/2019,2/19/2019 9:40:44 AM,Northbound 4 and 5 trains are proceeding with delays after we isolated a train car with a soiled interior from service at Grand Central-42 St.,manh 4 and 5 trains isolate train car,9:40:44,"4, 5",,
13,NYC,PM,MANH,unsanitary train,2/23/2019,2/23/2019 1:01:36 PM,Southbound 4 5 and 6 trains are running with delays after we removed a train with a soiled interior from service at Grand Central-42 St.,manh 4 5 and 6 trains remove train from service,1:01:36,"4, 5, 6",,
45,NYC,PM,MANH,unsanitary train,2/10/2019,2/10/2019 8:41:00 PM,Northbound 2 and 3 trains are delayed while crews remove a dirty train from service at 96 St.,manh 2 and 3 trains dirty train,8:41:00,"2, 3",,
41,NYC,AM,BX,unsanitary train,2/2/2019,2/2/2019 2:02:09 AM,Downtown 4 trains are delayed while our crews clean an unsanitary car at Woodlawn.,bx 4 trains unsanitary car,2:02:09,4,,
43,NYC,PM,BKLYN,unsanitary train,2/15/2019,2/15/2019 11:45:39 PM,Astoria-bound N trains are proceeding with delays after our crews removed an unsanitary car from service at 86 St (Brooklyn).,bklyn n trains,11:45:39,N,,
3,NYC,PM,BKLYN,unsanitary train,2/14/2019,2/14/2019 11:11:52 PM,"Northbound D, N and R trains are delayed while we remove an unsanitary car from service at Prospect Av.",bklyn d n and r trains unsanitary car,11:11:52,"D, N, R",,
24,NYC,PM,BKLYN,upgrade our car-cleaning equipment at the train yard,2/7/2019,2/7/2019 12:19:08 PM,"Some D trains were dispatched over the N line from Stillwell Av to 36 St while we upgrade our car-cleaning equipment at the train yard.

Expect delays in B, D, N, and Q train service as we resume running along regular routes.",bklyn d train equipment upgrade,12:19:08,D,,
19,NYC,AM,,vandalized trains,2/19/2019,2/19/2019 9:31:28 AM,Jamaica-bound F trains are delayed while we remove a vandalized train from service at Roosevelt Island.,qns/manh f train vandalized train,9:31:28,F,person,
12,NYC,PM,MANH,vandalized trains,2/16/2019,2/16/2019 5:45:04 PM,"7 trains are delayed in both directions while our crews remove a vandalized train from service at 34 St-Hudson Yards.

Please allow for additional travel time.",manh 7 train vandalized train car,5:45:04,7,person,
48,NYC,PM,BX,vandalized trains,2/7/2019,2/7/2019 11:45:37 PM,5 train shuttle service is delayed in both directions after we removed a vandalized train from service at Eastchester Dyre Av.,bx 5 trains vandalized train,11:45:37,5,person,
44,NYC,PM,BKLYN,vandalized trains,2/13/2019,2/13/2019 4:08:30 PM,8 Av-bound L trains are running with delays while we remove a vandalized train from service at Broadway Junction.,bklyn l trains vandalism,4:08:30,L,,
39,NYC,AM,BKLYN,vandalized trains,2/10/2019,2/10/2019 1:58:51 AM,2 trains are delayed in both directions while we remove a train with vandalism from service at Flatbush Av-Brooklyn College.,bklyn 2 trains vandalism,1:58:51,2,,
32,NYC,PM,QNS,work crews,2/21/2019,2/21/2019 1:36:39 PM,Northbound N trains are running with delays because of work crews along the Broadway line. You may experience longer-than-expected wait times if you are traveling to Astoria.,qns n trains work crews,1:36:39,N,,
11,NYC,AM,QNS,work trains,2/28/2019,2/28/2019 10:51:37 AM,Northbound N trains are running with delays after a work train passed through Queensboro Plaza.,qns n trains work trains,10:51:37,N,train,
33,NYC,PM,QNS,work trains,2/21/2019,2/21/2019 9:03:41 PM,7 trains are running with delays in both directions as we reroute a work train to its proper route at Hunters Point.,qns 7 trains work train reroute,9:03:41,7,train,
11,NYC,AM,QNS,work trains,2/5/2019,2/5/2019 11:00:20 AM,7 trains are holding in stations in both directions between 33 St and Court Sq while a work train crosses the tracks at Queensboro Plaza.,qns 7 trains work train,11:00:20,7,train,
36,NYC,AM,QNS,work trains,2/19/2019,2/19/2019 10:33:17 AM,34 St-bound 7 trains are delayed because a train's brakes were activated at 33 St-Rawson St.,qns 7 train work train movement,10:33:17,7,train,
48,NYC,AM,QNS,work trains,2/27/2019,2/27/2019 10:29:11 AM,7 trains are delayed in both directions because of a slow moving work train between 61 St Woodside and Court Sq.,qns 7 train slow moving work train,10:29:11,7,train,
16,NYC,PM,,work trains,2/8/2019,2/8/2019 11:52:56 PM,"Northbound Q trains are stopping along the R line from Dekalb Av to Canal St while we are moving work trains for this weekend planned work.

Expect delays in N Q and R train service.",manh/bklyn q trains work trains,11:52:56,Q,train,
40,NYC,AM,,work trains,2/7/2019,2/7/2019 5:17:04 AM,Coney Island-bound Q trains are stopping along the R line from Canal St to DeKalb Av because of a slow-moving work train traveling over the Manhattan Bridge.,manh/bklyn q trains slow moving work train,5:17:04,Q,train,
23,NYC,AM,MANH,work trains,2/14/2019,2/14/2019 6:41:56 AM,Northbound Q trains are delayed while we move a slow moving work train to the storage yard.,manh q train slow moving work train,6:41:56,Q,train,
35,NYC,AM,MANH,work trains,2/14/2019,2/14/2019 5:49:56 AM,"Southbound N, Q and R trains are running at slower speeds while we move an overnight work train back to the storage yard in Brooklyn",manh n q and r trains moving work train,5:49:56,"N, Q, R",train,
49,NYC,AM,MANH,work trains,2/20/2019,2/20/2019 7:36:01 AM,Southbound F M trains are running with delays south of 57 St while work trains return to the yard in Brooklyn.,manh f and m work trains,7:36:01,"F, M",train,
9,NYC,AM,MANH,work trains,2/20/2019,2/20/2019 7:07:11 AM,"Southbound A, B, C and D trains are delayed between 145 St and 59 St-Columbus Circle while work trains return to the yard.",manh a b c and d trains work trains,7:07:11,"A, B, C, D",train,
5,NYC,AM,MANH,work trains,2/21/2019,2/21/2019 12:42:31 AM,Northbound 6 trains are delayed because of a slow moving work train along Lexington Av.,manh 6 trains slow moving work train,12:42:31,6,train,
22,NYC,AM,MANH,work trains,2/18/2019,2/18/2019 1:24:05 AM,Northbound 4 and 6 trains are running express from Grand Central to 125 St while a work train picks up rails along the local track.,manh 4 and 6 trains work train picking up rails,1:24:05,"4, 6",train,
46,NYC,PM,MANH,work trains,2/22/2019,2/22/2019 9:48:55 PM,"4, 5, and 6 trains are delayed in both directions while our crews move work trains into place at 125 St.",manh 4 5 and 6 trains work train placement,9:48:55,"4, 5, 6",train,
24,NYC,PM,,work trains,2/13/2019,2/13/2019 10:49:28 PM,"Expect delays in L service while we move work trains into place for tonight's planned work, the last Canarsie-bound L train will depart 8 Av at 11:13.",bklyn/manh l trains moving work trains,10:49:28,L,train,
32,NYC,AM,,work trains,2/22/2019,2/22/2019 11:24:44 AM,"Northbound 2, 3, 4 and 5 trains are delayed while we move work trains to the storage facility.",bklyn/manh 2 3 4 nd 5 trains work trains,11:24:44,"2, 3, 4, 5",train,
28,NYC,AM,BKLYN,work trains,2/7/2019,2/7/2019 7:52:03 AM,Southbound D N trains are running local between Atlantic Av-Barclays Ctr and 36 St while overnight work trains return to the yard.,bklyn d n r trains work trains,7:52:03,"D, N, R",train,
7,NYC,AM,BKLYN,work trains,2/13/2019,2/13/2019 7:57:19 AM,"Southbound D, N, Q and R trains are running with residual delays after a slow-moving work train returning to the yard.",bklyn d n q and r trains work train,7:57:19,"D, N, Q, R",train,
6,NYC,AM,BKLYN,work trains,2/20/2019,2/20/2019 7:22:55 AM,"Southbound D and N trains are making local stops between Atlantic Av-Barclays Ctr to 36 St (Brooklyn) while overnight work trains return to the yard.

Expect delays on D, N and R trains.",bklyn d and n trains work trains,7:22:55,"D, N",train,
18,NYC,AM,BKLYN,work trains,2/22/2019,2/22/2019 7:24:39 AM,"Southbound D and N trains are running local from Atlantic Av-Barclays Ctr to 36 St (Brooklyn) while we remove overnight work trains from the express tracks.

Expect delays in D, N and R trains.",bklyn d and n trains work train,7:24:39,"D, N",train,
35,NYC,AM,BKLYN,work trains,2/8/2019,2/8/2019 7:25:16 AM,"There are service changes and delays in D and N trains while we remove overnight work trains from the express tracks.

Southbound D trains are running local from Atlantic Av-Barclays Ctr to 36 St.

Southbound N trains are running local from Atlantic Av-Barclays Ctr to 59 St.

Expect delays in D, N and R train service.",bklyn d and n trains work train,7:25:16,"D, N",train,
19,NYC,AM,BKLYN,work trains,2/5/2019,2/5/2019 8:13:16 AM,"Southbound D and N trains are running local from Atlantic Av-Barclays Ctr to 36 St (Bklyn) while overnight work trains return to the yard.

Expect delays on D, N and R trains.",bklyn d and n trains overnight work trains,8:13:16,"D, N",train,
7,NYC,PM,QNS,brake activation,3/15/2019,3/15/2019 2:36:56 PM,"Southbound R trains are running on the F line from 36 St (QNS) to Lexington Av/63 St then via the Q line to 57 St/7 Av because a train's brakes were activated between Queensboro Plaza and Lexington Av/59 St.

Expect delays in F, N, Q, R, and W train service.",qns r trains brakes activated,2:36:56,R,,
48,NYC,PM,QNS,brake activation,3/9/2019,3/9/2019 2:57:34 PM,N trains are delayed in both directions because a train's brakes were activated at Astoria-Ditmars Blvd.,qns n train brakes activated,2:57:34,N,,
44,NYC,PM,QNS,brake activation,3/29/2019,3/29/2019 3:08:26 PM,N and W trains are proceeding with delays in both directions after our crews moved a train that had its brakes activated between Queensboro Plaza and 39 Av.,qns n and w trains brakes activated,3:08:26,"N, W",,
33,NYC,PM,QNS,brake activation,3/27/2019,3/27/2019 4:25:21 PM,71 Av-bound M trains are running with delays because a train's brakes were activated at Forest Av.,qns m trains brakes activated,4:25:21,M,,
41,NYC,AM,QNS,brake activation,3/14/2019,3/14/2019 10:27:30 AM,"Southbound M and R trains are running express from Forest Hills-71 Av to Jackson Hts-Roosevelt Av because a train's brakes were automatically activated at Jackson Hts-Roosevelt Av.

Expect delays in E, F, M and R train service.",qns m and r trains brakes activated,10:27:30,"M, R",,
