no,which,ampm,borough,cause,date,message,subject,time,train
11,NYC,AM,BKLYN,unauthorized person,11/20/19,"D, N, Q and R trains are holding in stations in both directions while we remove power to allow the NYPD to respond to a unauthorized person on the tracks near DeKalb Av.",bklyn d n q and r trains unauthorized person on the tracks,12:54:20,"d, n, q, r"
26,NYC,AM,QNS,vandalized trains,11/20/19,Main St-bound 7 trains are proceeding with delays after we removed a vandalized train from service at 52 St.,qns 7 trains vandalized train,11:50:12,7
8,NYC,AM,MANH,medical problems,11/20/19,Expect longer wait times for northbound 4 and 5 service after we responded to a report of a customer in need of medical attention at Brooklyn Bridge-City Hall.,manh 4 and 5 trains longer wait times,8:41:39,"4, 5"
18,NYC,AM,BX,medical problems,11/20/19,Southbound 4 and 5 trains are proceeding with delays after we got medical help for a customer at 138 St-Grand Concourse.,bx 4 and 5 trains,9:49:46,"4, 5"
31,NYC,AM,BX,removed a train from service,11/20/19,Expect longer wait times in Wakefield-bound 2 and Dyre Av-bound 5 train service after we removed a train from service at Morris Park.,bx 2 and 5 trains remove from service,4:46:07,"2, 5"
41,NYC,PM,,removed a train from service,11/20/19,"Expect longer wait times for E, F, M and R train service in both directions after we removed trains from service at Forest Hills-71 Av and Bay Ridge-95 St. Continue to expect delays as we get trains back on schedule.",bklyn/manh/qns e f m and r trains trains removed from service,6:52:45,"e, f, m, r"
33,NYC,PM,BKLYN,employee assaulted,11/20/19,"Southbound F and Church Av-bound G trains are running express from Smith-9 Sts to Church Av while get EMS and NYPD assistance for an MTA employee who was assaulted at 7 Av.

For service to/from bypassed stations, use northbound F or Court Sq-bound G train service.",bklyn f and g trains employee assaulted,7:09:58,"f, g"
29,NYC,PM,QNS,brakes activated,11/21/19,71 Av-bound M and R trains are proceeding after our crews reset a pulled cord that caused a train's brakes to activate at Jackson Hts-Roosevelt Av. Continue to expect delays as congestion clears.,qns m and r trains brakes activated,7:35:08,"m, r"
49,NYC,PM,BKLYN,brakes activated,11/21/19,"4 trains are extended on the 3 line to/from New Lots Av while we investigate what activated a train's brakes at Crown Hts-Utica Av.

In addition, some southbound 4 trains will end at Bowling Green or Atlantic Av-Barclays Ctr.

Expect delays in both directions.",bklyn 4 train brakes activated,1:47:47,4
31,NYC,PM,MANH,disruptive passenger,11/21/19,Southbound R trains are stopping along the N line from Canal St to DeKalb Av while we request NYPD assistance for a disruptive passenger at Whitehall St-South Ferry.,manh r trains disruptive passenger,2:32:16,r
46,NYC,PM,BX,disruptive passenger,11/21/19,"Southbound 6 trains are running on the express track from Pelham Bay Park to Parkchester while NYPD responds to a disruptive passenger at Buhre Av.

For service to/from bypassed stations, take a northbound 6 train.",bx 6 trains disruptive passenger,9:07:53,6
19,NYC,PM,BKLYN,disruptive passenger,11/21/19,Southbound N trains are delayed while we request NYPD assistance for disruptive passengers at 36 St (Bklyn).,bklyn n trains disruptive passengers,8:01:43,n
31,NYC,PM,QNS,door problems,11/21/19,Northbound F trains are delayed in Queens after an earlier train with a door problem at Bergen St.,qns f train door problem,12:19:19,f
41,NYC,AM,BKLYN,door problems,11/21/19,Southbound J trains are delayed while we remove a train with door problems from service at Chauncey St.,bklyn j train door problem,8:09:40,j
6,NYC,PM,BKLYN,door problems,11/21/19,Expect longer wait times in Court Square-bound G train service after we removed a train with a door problem from service at 7 Av.,bklyn g trains door problem,11:07:42,g
42,NYC,PM,BKLYN,door problems,11/21/19,Northbound F and G trains are proceeding with delays after we moved a train with a door problem at Bergen St.,bklyn f and g trains door problem,12:01:20,"f, g"
39,NYC,PM,BKLYN,door problems,11/21/19,Expect longer wait times for Lefferts Blvd-bound A train service after we moved a train with a door problem at High St.,bklyn a trains door problem,6:57:09,a
2,NYC,AM,BKLYN,door problems,11/21/19,Northbound 3 trains are delayed while we investigate a door problem on a train at Crown Hts-Utica Av.,bklyn 3 train door problem,9:14:48,3
24,NYC,PM,BX,ems help,11/21/19,Northbound 4 trains are delayed while we get EMS assistance for someone at 161 St-Yankee Stadium.,bx 4 train ems assistance,12:55:45,4
17,NYC,AM,BX,ems help,11/21/19,Northbound 2 and 5 trains are delayed while we get NYPD and EMS assistance for a customer at E 180 St.,bx 2 and 5 trains nypd/ems assistance,8:51:27,"2, 5"
17,NYC,PM,,investigation,11/21/19,"There are delays and multiple impacts to 2 and 3 service while we investigate reports of smoke in the tunnel between Brooklyn and Manhattan.

There is no 2 and 3 service between Brooklyn and Manhattan in both directions.

Northbound 2 trains are running on the 5 line from Nevins St to 149 St-Grand Concourse, and northbound 3 trains are holding in stations in Brooklyn.

Southbound 2 and 3 trains are running on the 1 line from Chambers St to South Ferry, the last stop.",manh/bklyn 2 and 3 trains investigation,1:12:49,"2, 3"
32,NYC,AM,MANH,investigation,11/21/19,"4, 5 and 6 trains are bypassing Grand Central-42 St in both directions while NYPD conducts an investigation at that station.",manh 4 5 and 6 trains nypd investigation,8:23:37,"4, 5, 6"
45,NYC,AM,MANH,investigation,11/21/19,1 trains are running with delays in both directions because of an NYPD investigation at South Ferry.,manh 1 train nypd investigation,9:32:54,1
49,NYC,AM,BX,investigation,11/21/19,Southbound 6 trains are bypassing Westchester Sq-East Tremont Av while NYPD conducts an investigation at that station.,bx 6 trains nypd investigation,11:37:14,6
5,NYC,AM,BKLYN,investigation,11/21/19,Southbound F trains are proceeding with delays after NYPD completed an investigation at York St.,bklyn f train nypd investigation,11:19:18,f
44,NYC,AM,BKLYN,investigation,11/21/19,Southbound C trains are delayed while while we remove a train from service after a conductor was assaulted at Van Siclen Av.,bklyn c train nypd investigation,11:48:51,c
46,NYC,AM,QNS,mechanical problems,11/21/19,Northbound A trains are delayed while we investigate a train experiencing mechanical issues at Beach 60 St.,qns a trains mechanical problems,4:35:05,a
49,NYC,AM,QNS,mechanical problems,11/21/19,"34 St-bound 7 express trains are running on the local track from 74 St-Broadway to Queensboro Plaza while we remove a train with a mechanical problem from service at 61 St-Woodside.

Expect delays in southbound service.",qns 7 express train mechanical problem,7:37:38,7
9,NYC,PM,MANH,mechanical problems,11/21/19,Southbound Q trains are delayed while we remove a train car from service due to a mechanical problem at 14 St-Union Sq.,manh q trains mechanical problem,8:22:27,q
48,NYC,AM,MANH,mechanical problems,11/21/19,Southbound F and M trains are running express from 34 St-Herald Sq to W 4 St-Washington Sq while we address a signal problem at 34 St-Herald Sq.,manh f and m trains mechanical problems,9:20:03,"f, m"
19,NYC,AM,MANH,mechanical problems,11/21/19,"Southbound 6 trains are running express from Grand Central-42 St or 14 St-Union Sq to Brooklyn Bridge-City Hall while we remove a train with a mechanical problem from service at Bleecker St.

Expect delays in southbound service.

For service to/from bypassed stations, take a northbound train.",manh 6 train mechanical problem,8:49:48,6
41,NYC,PM,MANH,mechanical problems,11/21/19,Expect longer wait times for northbound 2 and 3 trains after we removed a train with mechanical problems from service at Times Sq-42 St.,manh 2 and 3 trains mechanical problems,6:55:42,"2, 3"
45,NYC,AM,BX,mechanical problems,11/21/19,Southbound 4 and 5 trains are delayed while we remove a train with a mechanical problem from service at 138 St-Grand Concourse.,bx 4 and 5 trains mechanical problem,7:46:57,"4, 5"
27,NYC,AM,QNS,medical problems,11/21/19,Southbound E and F trains are proceeding with delays after we held a train with someone who needed medical assistance at Jackson Hts-Roosevelt Av.,qns e and f trains medical assistance,8:34:57,"e, f"
49,NYC,PM,MANH,medical problems,11/21/19,Expect longer wait times for northbound A and D trains after we request NYPD and EMS assistance for someone at 145 St.,manh a and d trains medical assistance,3:36:00,"a, d"
25,NYC,PM,MANH,medical problems,11/21/19,"There are delays and multiple impacts to 4 and 5 train service while we request medical assistance for someone at 14 St-Union Sq. 

Northbound 4 and 5 trains are running local from Brooklyn Bridge-City Hall to Grand Central-42 St. 

Some northbound 5 trains are stopping along the 2 line from Nevins St to 149 St-Grand Concourse.",manh 4 and 5 trains medical assistance,2:50:01,"4, 5"
23,NYC,PM,MANH,medical problems,11/21/19,"Expect delays in northbound 2, 3 and 6 trains as they share the track with 4 and 5 trains while we request medical assistance for someone at 14 St-Union Sq.",manh 2 3 and 6 trains medical assistance,2:51:32,"2, 3, 6"
34,NYC,PM,MANH,removed a train from service,11/21/19,Expect longer wait times for southbound A and D trains after we removed a train from service at 125 St.,manh a and d trains train removed from service,4:20:25,"a, d"
18,NYC,AM,QNS,sick passenger,11/21/19,Southbound E and F trains are running on the local track from Forest Hills-71 Av to Jackson Hts-Roosevelt Av while we get medical help for a passenger at Jackson Hts-Roosevelt Av.,qns e and f trains sick passenger,8:50:37,"e, f"
26,NYC,AM,BX,sick passenger,11/21/19,Northbound 2 and 5 trains are delayed while we request EMS assistance for someone at 3 Av-149 St.,bx 2 and 5 trains sick customer,10:13:08,"2, 5"
39,NYC,PM,BKLYN,signal malfunction,11/21/19,Southbound G trains are running at slower speeds while we investigate a signal malfunction at Nassau Av.,bklyn g train signal malfunction,12:08:37,g
5,NYC,AM,QNS,switch problems,11/21/19,Some Hudson Yards-bound 7 trains are ending at Queensboro Plaza because of a switch problem at 34 St-Hudson Yards.,qns 7 trains switch problem,9:09:12,7
33,NYC,AM,MANH,switch problems,11/21/19,Jamaica Center-bound J trains are departing from the Broad St-bound platform at Broad St while crews perform switch maintenance work at that station.,manh j trains switch maintenance work,1:04:22,j
28,NYC,PM,MANH,track maintenance,11/21/19,"59 St-bound A, D and Queens-bound E trains are delayed because of congestion caused by FASTRACK maintenance in Manhattan.",manh a d e trains fastrack maintenance,10:24:31,"a, d, e"
1,NYC,AM,MANH,track maintenance,11/21/19,Northbound 3 trains are running on the local track from 72 St to 96 St while we perform track maintenance between 72 St and 79 St.,manh 3 trains track maintenance,4:16:50,3
31,NYC,AM,MANH,track maintenance,11/21/19,Northbound 1 and 2 trains are running on the express track from Chambers St to Times Sq-42 St because of temporary track maintenance at 34 St-Penn Station.,manh 1/2 trains track maintenance,2:54:43,
41,NYC,AM,MANH,track maintenance,11/21/19,South Ferry-bound 1 trains are running on the express track from 137 St-City College to 96 St while we perform track maintenance at 116 St.,manh 1 trains track maintenance,2:25:39,1
6,NYC,AM,BKLYN,track maintenance,11/21/19,Southbound 2 trains are delayed while our crews perform track maintenance between Bergen St and Franklin Av.,bklyn 2 and 4 trains track maintenance,1:45:52,"2, 4"
27,NYC,AM,MANH,vandalized trains,11/21/19,Expect longer wait times in Bronx-bound 6 train service after we removed a vandalized train from service at Brooklyn Bridge-City Hall.,manh 6 trains vandalized train,1:12:53,6
30,NYC,AM,MANH,customer will not allow the doors to close,11/21/19,Southbound E and M trains are delayed while we investigate why a customer will not allow the doors to close at 5 Av-53 St.,manh e and m trains,10:04:43,"e, m"
49,NYC,PM,MANH,unsanitary train,11/21/19,Expect a longer wait for southbound 1 trains after we isolated a dirty car at Times Sq-42 St.,manh 1 trains longer wait time,6:05:43,1
40,NYC,PM,QNS,brakes activated,11/22/19,Southbound A trains are delayed while we investigate why a train's brakes activated at Aqueduct-North Conduit Av.,qns a trains brakes activated,5:32:24,a
